Major,Major_Classes,course-heading,Field1_link,Credits,Course Description,Additional Information
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3725: Women and Gender in the Middle East
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=b561656f0710f73b4c05ac05426e6d5b&subj=HIS&crse_numb=3725&start_term=&end_term=&term_year=20234,3,unique description,"Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Cultural Understand&Engagement, Upper-Division, Writing ""W"" Course
                
                
                    Grade Modes: (Default) Normal with N, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3730: History of the Modern Middle East
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f46249622de0eedb695cc97175c7a599&subj=HIS&crse_numb=3730&start_term=&end_term=&term_year=20234,5,"This course traces significant changes in the politics, economics, and societies of the Middle East from the 19th - 21st centuries.  Students will explore topics such as Western imperialism, the rise of nationalism, the Arab-Israeli conflict, social movements, the geopolitics of oil, and terrorism in shaping the modern history of this world region.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division, Ways of Engaging
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3750: Latin America
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=e9addfdd87bf765d8e9de212ffb9e2d0&subj=HIS&crse_numb=3750&start_term=&end_term=&term_year=20234,5,"Traces the history of Latin America, with particular attention to the development of political, economic, social, religious, and aesthetic values. Typically offered: Winter.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                    Equivalent: SOC 3750
                
                
                
                    Crosslisted with: SOC 3750 CRN: 20127
                
                
                    Attributes: Upper-Division, Cultural Understand&Engagement, Honors Course
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3767: Religion, Revolution and Social Changes in China
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f948a9c08f4e9f6295943e04c694caba&subj=HIS&crse_numb=3767&start_term=&end_term=&term_year=20234,3,"This course discusses the relation of religion and society in the late imperial China through the examination of historical materials on the subject. It aims to help students understand the role of religion in the discourse of China’s social and cultural transformation on the eve of modernization, responses to the spread of Christianity and Western imperialism, and consequential changes of personal and national identities. As a research seminar, the course stresses analysis of primary sources and advanced, integrative historical understanding. Students will read core texts, analyze primary sources, write reading reflections, and then complete a research proposal. No previous knowledge of this subject is assumed. Typically offered: Spring.","Add to calendar
                
                 
                
                
                
                    Equivalent: ASIA 3767
                
                
                
                    Crosslisted with: ASIA 3767 CRN: 41440
                
                
                    Attributes: Upper-Division, Writing ""W"" Course
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3785: Trade, War, and The Making of East Asian Modernities
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=d411b0b74044887002ca05cc98740f93&subj=HIS&crse_numb=3785&start_term=&end_term=&term_year=20234,5,"What roles did Trade and War play in the rise of East Asian powers? To what extent did they shape their identities and political ambitions? The course traces the history from the Opium Wars to the rise of Asian economic powers within the capitalist world-system. The course helps students to understand East Asia's struggles with the Western imported meta-narratives of progress, revolution, socialism, race, equality and Christianity and search for their modern identities in the past 150 years.","Add to calendar
                
                 
                
                
                
                    Equivalent: ASIA 3785
                
                
                
                    Crosslisted with: ASIA 3785 CRN: 1841
                
                
                    Attributes: Ways of Engaging, Writing ""W"" Course, Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3786: Nation, City and Identity in China: From Opium Wars to Megacities
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=904661765ccbeeb9b4276f5cbd1baceb&subj=HIS&crse_numb=3786&start_term=&end_term=&term_year=20234,5,"In the past three decades rapid economic development and modernization programs have significantly altered the traditional urban system in China. The country now has the largest number of megacities but the vast “floating population” of migrants continue to struggle with their lack of residency rights in the cities. This course traces China’s urban development since the late 19th century at the backdrop of China’s re-staging itself as a modern power in a global world. It explores how Chinese cities and its urban system have shaped in ideology and practice, and changes to social life and cultural identity in the modern history.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                
                
                    Crosslisted with: ASIA 3786 CRN: 21136
                
                
                    Attributes: Upper-Division, Ways of Engaging
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3788: Pandemics, Empire and Survival of Asia and the World
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f53365e1ab4c612468633ec386cb7736&subj=HIS&crse_numb=3788&start_term=&end_term=&term_year=20234,5,"In this course professor and students will explore how epidemics have played a critical role in shaping the history of empire/state-building in Asia and its global impacts. From the ancient Silk Road to the Covid-19 pandemics, the course tracks the links between history, geopolitics, and the spread of diseases. It highlights the interdependencies of pandemics with urbanization, revolution, nationalism, migration, trade and ultimately the rise and fall of empires in Asia and the world.   Typically offered: Spring.","Add to calendar
                
                 
                
                
                
                    Equivalent: ASIA 3788
                
                
                
                    Crosslisted with: ASIA 3788 CRN: 41271
                
                
                    Attributes: Cultural Understand&Engagement, Upper-Division, Ways of Engaging, Honors Course
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3790: History of Africa
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=09e1c5083fa4df595518c13b3f99051a&subj=HIS&crse_numb=3790&start_term=&end_term=&term_year=20234,5,"This course studies the history of Africa from the colonial era to the present. It examines cultural, political, and economic changes both within Africa and between Africa and world regions. Typically offered: Alternate Years.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Ways of Engaging, Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3872: Museum Education
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=acef38477f20da8c94985e2be3f9b7aa&subj=HIS&crse_numb=3872&start_term=&end_term=&term_year=20234,3,"The goal of this class is to prepare students to plan, implement, and evaluate public programs in a museum, park, battlefield or historic site. Students will gain theoretical knowledge about the field of interpretation and education and gain historical perspective about trends in the field. Each student will produce a portfolio to demonstrate class learning and to assist in future job searches.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 4600: Pacific Northwest Senior Tutorial
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=8d521ee3000d3ed46cde9f6ba64f337f&subj=HIS&crse_numb=4600&start_term=&end_term=&term_year=20234,5,"An alternative version of HIS 3600. Through guided independent study, the student surveys development of the region encompassing Washington, Oregon, and Idaho from the discovery period to the present. Students engage in readings and field visits, and submit a journal both as a measure of learning progress and as a permanent resource packet. (Post-baccalaureate students should enroll in HIS 5600, a version of the course offered year round.) Typically offered: Summer Quarter.","Add to calendar
                
                 
                
                    Restrictions: Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 4899: History Capstone
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=aa0a556a15bc3400f7dab581ca96422e&subj=HIS&crse_numb=4899&start_term=&end_term=&term_year=20234,3,"This course provides a summative experience for our History students. In this course, students will write and reflect on the discipline of History, and they will develop a prior research project into a full-length research paper. Typically offered: Winter.","Add to calendar
                
                 
                
                    Restrictions: Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Writing ""W"" Course, Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: (HIS 3495: C- or betterOR HIS 3725: C- or betterOR HIS 3765: C- or betterOR HIS 3358: C- or betterOR HIS 3813: C- or better)"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 3765: Family, State and Patriarchy in East Asia
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=47826fc82ffea4b0d2b20dae975f71ef&subj=HIS&crse_numb=3765&start_term=&end_term=&term_year=20234,5,"This course explores the making of East Asian family, state and patriarchal traditions from the historical perspective. We will introduce the key belief systems, institutions, and historical developments from classical times to 1800 and how they have shaped the fundamental features of East Asia.  The course also examines the ways in which the interactions of family and state were expressed similarly and differently in East Asian countries like China, Japan and Korea.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                    Equivalent: ASIA 3765
                
                
                
                    Crosslisted with: ASIA 3765 CRN: 41439
                
                
                    Attributes: Upper-Division, Writing ""W"" Course, Ways of Engaging
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,"HIS 4930: Mentoring Practicum
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=1b7f9ec3b2a765a1986e5b5f8609a29a&subj=HIS&crse_numb=4930&start_term=&end_term=&term_year=20234,1-5,"Designed to provide an opportunity for academically skilled juniors and seniors to work under faculty supervision providing peer academic mentoring to freshmen and sophomores taking lower-division history and university core courses (e.g., UCOR 2000 The Emergence of the Modern Global System).  May be repeated for credit up to 15 credits.","Add to calendar
                
                 
                
                
                    Approval: Department Chair
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
History,https://spu.edu/undergraduate-time-schedule/subjects/HIS?,,,,,
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 2000: Honors Core: Culture and Social Systems
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=af85e63731e6a996d502e80500d20a17&subj=HON&crse_numb=2000&start_term=&end_term=&term_year=20234,5,"This seminar introduces University Scholars to the guiding liberal arts question of the SPU Honors curriculum: “what does it mean to be human?,"" using the interdisciplinary lenses of culture and social systems. It fosters critical thinking and integrative learning by examining how knowledge is constructed through a specific focus on cultural encounters in the past and present. The course models the honors program's pedagogy of faithful academic scholarship through its commitment to intellectual hospitality, inclusion and embrace, and “loving our neighbors as ourselves.” Interested non-Honors students can contact the Honors Director for registration on a space-available basis. Typically offered: Autumn.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: WK Social Sciences, Cultural Understand&Engagement
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 2100: Honors Core: Ethics and Critical Reasoning
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=241c3312fb4391f135551307aa79f68b&subj=HON&crse_numb=2100&start_term=&end_term=&term_year=20234,5,"This Honors Core course continues the liberal arts investigation of what it means to be human in the context of philosophy and moral reasoning. It investigates how knowledge is constructed -- and by whom -- and begins foundational work in the intellectual frameworks and practices of a scholar. The central aim is to develop good, productive, critical thinking and reasoning skills sufficient for navigating some of life’s most pressing and seemingly intractable problems. Aristotle declared the human person a “rational animal.” One might conceive of this as a crash course on how to think/reason well. And the course continues to model the honors program's pedagogy of faithful academic scholarship through its commitment to intellectual hospitality, inclusion and embrace, and “loving our neighbors as ourselves.” Interested non-Honors students can contact the Honors Director for registration on a space-available basis. Typically offered: Winter, Spring.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: WK Humanities
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 2200: Honors Core: History and Representation
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=0c96dbcee51514710905dda1d1dcd18d&subj=HON&crse_numb=2200&start_term=&end_term=&term_year=20234,5,"This course asks the question ""what does it mean to be human?"" through investigating the relationship between visual representation and western history and culture. It explores the moral, psychological, and political uses of visual representation across time, and considers how the creation and dissemination of visual imagery can be pursued ethically and with excellence. Interested non-Honors students can contact the Honors Director for registration on a space-available basis. Typically offered: Spring, Winter.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: WK Arts, Cultural Understand&Engagement
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 3000: Honors Core: Faith and Science
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f6f614502e11c2bd95a348ec5859f438&subj=HON&crse_numb=3000&start_term=&end_term=&term_year=20234,5,"This course examines the relationship between western science, faith, and theology in the context of the guiding honors question: “what does it mean to be human?” It models how faithful academic scholarship can be both rigorous and intellectually hospitable, continuing the integrative and interdisciplinary liberal arts learning of the honors program as a whole. Interested non-Honors students can contact the Honors Director for registration on a space-available basis. Typically offered: Autumn, Winter.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: Upper-Division, Ways of Engaging
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 3200: Honors Core: Research and Writing
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=4b48ce58c3c1000e6c13bd3b92f4bf70&subj=HON&crse_numb=3200&start_term=&end_term=&term_year=20234,5,"An advanced course in the roles and purposes of academic knowledge. Students will investigate information creation within the disciplines and how information gains value, developing an understanding of how authority is both constructed and contextual. They will also learn, through studying and creating high-level academic writing, that research is a form of inquiry and that academic scholarship is a conversation. Interested non-Honors students can contact the Honors Director for registration on a space-available basis. Typically offered: Autumn, Spring, Winter.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: Upper-Division, Writing ""W"" Course
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 4899: Honors Research Capstone
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=6baf3c03d3cc6f9b9f0eefad0c0bfebc&subj=HON&crse_numb=4899&start_term=&end_term=&term_year=20234,1-5,"The Honors Research Capstone course provides an opportunity for University Scholars to study, read, write, and reflect on their honors liberal arts education in the context of their faith commitments and their disciplinary research project, and to do the work to prepare their presentation for the annual Honors Research Symposium, required for honors graduation. Open to Honors students only. Typically offered: Spring.  May be repeated for credit up to 5 credits.","Add to calendar
                
                 
                
                    Restrictions: University Scholar Accepted  cohort(s) only.
                
                
                
                
                
                
                    Attributes: Writing ""W"" Course, Upper-Division
                
                
                    Grade Modes: (Default) Normal with N
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,"HON 4900: Honors Independent Study
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=2ef59979724ad3e25d2651b37cfb5199&subj=HON&crse_numb=4900&start_term=&end_term=&term_year=20234,1-5,"Opportunity for independent study, with approval of the Honors Director. Open to Honors students only. Typically offered: Occasionally.  May be repeated for credit up to 5 credits.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Honors Program,https://spu.edu/undergraduate-time-schedule/subjects/HON?,,,,,
International Sustainable Dev.,https://spu.edu/undergraduate-time-schedule/subjects/ISD?,"ISD 2000: Introduction to International Sustainable Development
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=9daf70b0ccbdd3c6219d719bb64fab69&subj=ISD&crse_numb=2000&start_term=&end_term=&term_year=20234,5,"Creates a strong foundation for the study of International Sustainable Development by introducing students to history, theories, and major issues of international development. Students will learn different definitions and measurement of international development, ethics of development practice, and the differences between secular and Christian framework for development. They will also learn major theories of development, with an emphasis on modernization, dependency, neoliberal, and post-development paradigms. Finally, students will examine how major factors/issues—such as institutions, geography, foreign aid, and corruption—affect international development. Students will explore these topics by reading and analyzing development debates in the academic literature and by examining real-world cases.  Typically offered: Autumn.","Add to calendar
                
                 
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
International Sustainable Dev.,https://spu.edu/undergraduate-time-schedule/subjects/ISD?,"ISD 3510: Monitoring and Evaluating Development Projects & Programs
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=6622f12e7dbe93703b04bb54e5e4966a&subj=ISD&crse_numb=3510&start_term=&end_term=&term_year=20234,5,"One of the main aspects of global development management is designing, monitoring and evaluating social and development programs and projects. This introductory course will teach students to apply the concepts they learn by critically assessing projects and identifying the most appropriate approach to monitoring and evaluation, then putting that information into practice. Each student will choose or be assigned to one project to work with for the entirety of the class and, by the end of the class, produce a Monitoring and Evaluation Assessment and Design. Typically offered: Autumn.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
International Sustainable Dev.,https://spu.edu/undergraduate-time-schedule/subjects/ISD?,"ISD 4899: Capstone: Contemporary Issues & Challenges of International Sustainable Development
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=80601fa8cae2f018bc3ce5ac2de6a970&subj=ISD&crse_numb=4899&start_term=&end_term=&term_year=20234,5,"In this course, students will explore current issues, challenges, and trends of international sustainable development practice and their impact on development management. This course covers a wide range of issues highlighted in the United Nations' Sustainable Development Goals, including poverty, hunger, HIV/AIDS, human rights, good governance, capacity development, corruption, development in failed and fragile states, peace building, and climate change in Africa, Asia, Latin America, and the Middle East. While reading and discussing the development literature, students will discuss the existing programs, policy implications, and contemporary responses to development challenges.  Typically offered: Winter.","Add to calendar
                
                 
                
                    Restrictions: International Sustainable Dev. majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division, Writing ""W"" Course
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
International Sustainable Dev.,https://spu.edu/undergraduate-time-schedule/subjects/ISD?,"ISD 4940: International Sustainable Development Practicum
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=359403be44837f5d987fb15e2ef21bee&subj=ISD&crse_numb=4940&start_term=&end_term=&term_year=20234,1-5,"International Sustainable Development Practicum aims at improving students' practical skills by placing students with local or international organizations to complete assignments closely related to international sustainable development issues and challenges. Faculty and students work together to select and secure practicum placement. Typically offered: Autumn, Winter, Spring.  May be repeated for credit up to 15 credits.","Add to calendar
                
                 
                
                    Restrictions: Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Extended Deadline"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 1000: Fundamentals of Digital and Online Media
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=629bbde93e04e23e089b35bfb61f557a&subj=JRN&crse_numb=1000&start_term=&end_term=&term_year=20234,5,"Media are changing rapidly and the study of the relationship between society and communication technologies, as well as between culture and communication is foundational for today's communication majors. These relationships are best approached in a course that not only tackles the literature of these changes, but requires students to interact with a variety of digital tools. Typically offered: Autumn, Spring.","Add to calendar
                
                 
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: JRN 1001 can be taken concurrently: C or better"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 1001: Content Management for Communicators
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=4fad822705e6df28f496a9e32edcd24d&subj=JRN&crse_numb=1001&start_term=&end_term=&term_year=20234,1,"Learn to design, build, and publish a basic website using a basic content management system. This will incorporate text, sound, images, hyperlinks, plug-ins, and social media interactivity.  Typically offered: Spring, Winter.","Add to calendar
                
                 
                
                
                    Approval: Late Add Approval Required
                
                
                
                
                
                    Attributes: September Session
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Online
                
                
                    Note: September Session"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2101: Media Writing
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=d304502858708a00ab3b268bf0634b0a&subj=JRN&crse_numb=2101&start_term=&end_term=&term_year=20234,5,"Students will master the basics of journalistic writing, which are applicable to print, online and broadcast media. These skills include news judgment, leads, story organization, precise language, and proper grammar, style and punctuation. Students will cover events such as speeches, and they will learn the basics of interviewing. All skills are guided by an understanding of journalism as a discipline that requires critical thinking, clear professional values and strong ethical responsibility. Typically offered: Autumn.","Add to calendar
                
                 
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2255: The Public and the Media
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=77109177c2be42ebc60a992ad3d87d84&subj=JRN&crse_numb=2255&start_term=&end_term=&term_year=20234,5,"Applies relevant theories of mass communication to significant issues of media performance informed by the historical development of industry structures, professional practices, and changing technologies. Topics include journalism in the age of print, TV and cyberspace; propaganda, persuasion, and media influence in the world of public relations and advertising; TV, cable, music, film, and controversies over race, gender, violence, obscenity, and children's programming; and emerging questions about the impact of the information superhighway.","Add to calendar
                
                 
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2335: Media & Representation
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=3dc59d0213f66b528bf2945142ebcdf1&subj=JRN&crse_numb=2335&start_term=&end_term=&term_year=20234,5,"Mass media are inescapable: we learn our world through internet, television, radio and print. This course examines how mass media communicate, and it provides criteria for assessing the quality of media content and how media frame our world and define what it means to be human. Typically offered: Winter.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: WK Humanities
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2801: Newspaper Production
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=09382da1b5ece7ad84af4e8e135af535&subj=JRN&crse_numb=2801&start_term=&end_term=&term_year=20234,1-2,"Laboratory for the student newspaper, the yearbook, and other student publications. Students work under editors in a variety of production phases with access to a faculty advisor. Only 6 credits total of JRN 2801, 2802, 2803, 3930, 3931, and 3932 may be applied to the JRN track or minor. May be repeated for credit 5 times.","Add to calendar
                
                 
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Extended Deadline"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2802: Newspaper Production
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=78742084e2f4a19274f5a5f4fa5a3021&subj=JRN&crse_numb=2802&start_term=&end_term=&term_year=20234,1-2,"Laboratory for the student newspaper, the yearbook and other student publications. Students work under editors in a variety of production phases with access to a faculty advisor. Only 6 credits of JRN 2801, 2802, 2803, 3930, 3931 and 3932 total may be applied to the JRN track or minor. May be repeated for credit 5 times.","Add to calendar
                
                 
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Extended Deadline"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 2803: Newspaper Production
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=42eb3582b8d4cc76e432b8ea212bc3d0&subj=JRN&crse_numb=2803&start_term=&end_term=&term_year=20234,1-2,"Laboratory for the student newspaper, the yearbook, and other student publications. Students work under editors in a variety of production phases with access to a faculty advisor. Only 6 credits of JRN 2801, 2802, 2803, 3930, 3931, and 3932 total may be applied to the JRN track or minor. May be repeated for credit 5 times.","Add to calendar
                
                 
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Extended Deadline"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 3202: Reporting and Storytelling
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=cea0f69b0b97c95d075302ba1e224800&subj=JRN&crse_numb=3202&start_term=&end_term=&term_year=20234,5,"Journalists do more than convey information. They tell true stories, but their stories are only as good as the quality of reporting. Therefore, this course aims to develop students' skills as journalistic storytellers anchored in the discipline of reporting. Students will build their ability to research, report and write through the use of document, online and human sources. Students will also learn to utilize story forms such as hard news, features, narrative, and opinions. They will explore how to use those forms in both print and online media. Typically offered: Alternate Years.","Add to calendar
                
                 
                
                
                
                    Equivalent: JRN 2202
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: JRN 2101: D or better"
Journalism,https://spu.edu/undergraduate-time-schedule/subjects/JRN?,"JRN 3930: Publication Editor Practicum
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=2cf8e21b869360512d475b4d6d23e11b&subj=JRN&crse_numb=3930&start_term=&end_term=&term_year=20234,1-3,"Provides opportunity for application of writing, editing, and production skills in leadership roles in student publications. Open only to those officially selected for positions. No more than 6 credits of Publication Editor Practicum and Newspaper Production total may count toward the JRN track or minor.  May be repeated for credit up to 6 credits.","Add to calendar
                
                 
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
